,,,,,,,,,,,,整型,,,,,
迭代,lr,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10,应用准确率,应用混淆>5,应用混淆>10,,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10
,,,,,,,,,,,,,,,,,
847,0.05,0.958147556,44,27,0.957130209,47,30,0.970085172,63,43,,,,,,,
,,,,,,,,,,,,,,,,,
848,0.01,0.969022356,32,21,0.967723397,31,23,0.969538726,56,38,,,,,,,
,,,,,,,,,,,,,,,,,
849,0.005,0.985629729,31,21,0.98589646,28,19,0.987842607,40,29,,,,,,,
,,,,,,,,,,,,,,,,,
850,0.05,0.861843434,117,78,0.860129541,117,76,0.88445341,173,124,,,,,,,
,,,,,,,,,,,,,,,,,
851,0.01,0.868368314,120,93,0.868610304,120,95,0.901894483,157,120,,,,,,,
,,,,,,,,,,,,,,,,,
852,0.005,0.976696857,22,13,0.977571023,22,10,0.985508914,41,21,,,,,,,
,,,,,,,,,,,,,,,,,
853,0.05,0.76561699,179,133,0.761420295,183,133,0.750648134,256,199,,,,,,,
,,,,,,,,,,,,,,,,,
854,0.01,0.995867576,11,2,0.996054737,11,3,0.996174879,23,15,,,,,,,
,,,,,,,,,,,,,,,,,
855,0.005,0.974677252,44,28,0.978145726,38,23,0.986006056,60,39,,,,,,,
,,,,,,,,,,,,,,,,,
856,0.05,0.97063804,47,31,0.970596915,47,31,0.958860434,66,50,,,,,,,
,,,,,,,,,,,,,,,,,
857,0.01,0.993863506,18,11,0.993802519,23,10,0.995316179,35,25,,,,,,,
,,,,,,,,,,,,,,,,,
858,0.005,0.981590517,34,25,0.983799568,35,22,0.985878689,61,42,,,,,,,
,,,,,,,,,,,,,,,,,
859,0.05,0.980860352,40,24,0.978332117,36,22,0.981383864,55,37,,,,,,,
,,,,,,,,,,,,,,,,,
860,0.01,0.983827619,27,14,0.984467467,23,12,0.986215596,39,26,,,,,,,
,,,,,,,,,,,,,,,,,
861,0.005,0.975454023,31,19,0.974946024,28,20,0.977739522,39,26,,,,,,,
,,,,,,,,,,,,,,,,,
862,0.05,0.884649443,104,66,0.884034109,100,73,0.914520258,136,109,,,,,,,
,,,,,,,,,,,,,,,,,
863,0.01,0.989731082,22,11,0.990882403,22,10,0.990184518,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
864,0.005,0.995230623,13,6,0.994936394,19,9,0.995764018,30,17,,,,,,,
,,,,,,,,,,,,,,,,,
865,0.05,0.948437913,49,33,0.950078439,53,32,0.940260733,80,61,,,,,,,
,,,,,,,,,,,,,,,,,
866,0.01,0.988224145,18,13,0.988925304,17,11,0.989338143,37,24,,,,,,,
,,,,,,,,,,,,,,,,,
867,0.005,0.99293138,16,9,0.992311396,21,9,0.992004635,35,21,,,,,,,
,,,,,,,,,,,,,,,,,
868,0.05,0.993273159,11,8,0.992979295,15,9,0.995081987,25,14,,,,,,,
,,,,,,,,,,,,,,,,,
869,0.01,0.981543911,35,22,0.981997794,31,21,0.985208985,46,37,,,,,,,
,,,,,,,,,,,,,,,,,
870,0.005,0.97532974,32,17,0.975194545,26,16,0.983943531,47,34,,,,,,,
,,,,,,,,,,,,,,,,,
871,0.05,0.989311625,22,14,0.988878707,22,14,0.98810145,35,27,,,,,,,
,,,,,,,,,,,,,,,,,
872,0.01,0.994329569,17,11,0.994004442,21,10,0.995003924,30,20,,,,,,,
,,,,,,,,,,,,,,,,,
873,0.005,0.993009057,16,11,0.994019975,17,12,0.99581743,25,16,,,,,,,
,,,,,,,,,,,,,,,,,
874,0.05,0.975391881,39,27,0.973066588,45,29,0.971030153,74,54,,,,,,,
,,,,,,,,,,,,,,,,,
875,0.01,0.935962964,79,49,0.936114692,80,49,0.940757875,113,84,,,,,,,
,,,,,,,,,,,,,,,,,
876,0.005,0.984557784,26,17,0.982774421,33,20,0.9857883,43,28,,,,,,,
,,,,,,,,,,,,,,,,,
877,0.05,0.996675418,12,7,0.995604293,12,8,0.995620216,25,20,,,,,,,
,,,,,,,,,,,,,,,,,
878,0.01,0.989031987,27,14,0.989235955,24,14,0.991930679,44,24,,,,,,,
,,,,,,,,,,,,,,,,,
879,0.005,0.992341034,17,10,0.993321011,17,12,0.990813136,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
880,0.05,0.851061847,105,89,0.846181327,108,88,0.855150766,133,110,,,,,,,
,,,,,,,,,,,,,,,,,
881,0.01,0.993009057,21,6,0.992994828,16,11,0.993939792,29,19,,,,,,,
,,,,,,,,,,,,,,,,,
882,0.005,0.918050614,89,69,0.91868719,83,64,0.934619604,118,89,,,,,,,
,,,,,,,,,,,,,,,,,
883,0.05,0.016622909,34,33,0.01661981,33,33,0.008792437,34,34,,,,,,,
,,,,,,,,,,,,,,,,,
884,0.01,0.98586276,21,14,0.985911993,20,11,0.988668439,34,23,,,,,,,
,,,,,,,,,,,,,,,,,
885,0.005,0.937532042,76,52,0.935586586,73,52,0.944903468,111,85,,,,,,,
,,,,,,,,,,,,,,,,,
886,0.05,0.991393373,31,16,0.992684177,25,12,0.993130395,41,33,,,,,,,
,,,,,,,,,,,,,,,,,
887,0.01,0.995541332,18,5,0.995511098,16,8,0.996466591,29,19,,,,,,,
,,,,,,,,,,,,,,,,,
888,0.005,0.977722196,42,26,0.976359485,43,32,0.982242564,62,49,,,,,,,
,,,,,,,,,,,,,,,,,
889,0.05,0.990476782,25,16,0.990385362,21,14,0.989962653,39,26,,,,,,,
,,,,,,,,,,,,,,,,,
890,0.01,0.969131104,36,24,0.967769994,35,22,0.973367955,51,38,,,,,,,
,,,,,,,,,,,,,,,,,
891,0.005,0.976867747,32,21,0.977384632,39,25,0.981268823,52,40,,,,,,,
,,,,,,,,,,,,,,,,,
892,0.05,0.996255962,14,8,0.995744086,14,8,0.995891385,32,21,,,,,,,
,,,,,,,,,,,,,,,,,
893,0.01,0.941011978,54,38,0.935804042,60,37,0.947417941,90,64,,,,,,,
,,,,,,,,,,,,,,,,,
894,0.005,0.943777284,71,53,0.93959398,71,54,0.935030465,96,75,,,,,,,
,,,,,,,,,,,,,,,,,
895,0.05,0.774332365,170,124,0.775974278,170,127,0.796212678,210,170,,,,,,,
,,,,,,,,,,,,,,,,,
896,0.01,0.887104041,99,73,0.884950529,93,74,0.907059012,133,106,,,,,,,
,,,,,,,,,,,,,,,,,
897,0.005,0.995525797,18,7,0.995526631,16,8,0.995768126,27,16,,,,,,,
,,,,,,,,,,,,,,,,,
898,0.05,0.869005267,144,117,0.871639148,147,108,0.905990772,185,143,,,,,,,
,,,,,,,,,,,,,,,,,
899,0.01,0.989901971,14,11,0.990261102,13,8,0.992304563,25,15,,,,,,,
,,,,,,,,,,,,,,,,,
900,0.005,0.986126862,26,17,0.986502229,25,18,0.988582158,40,28,,,,,,,
,,,,,,,,,,,,,,,,,
901,0.05,0.950286629,49,29,0.948820304,48,29,0.96213911,74,50,,,,,,,
,,,,,,,,,,,,,,,,,
902,0.01,0.983579052,37,25,0.983597645,37,24,0.982431561,49,38,,,,,,,
,,,,,,,,,,,,,,,,,
903,0.005,0.99092731,31,14,0.991146456,23,13,0.992312781,43,29,,,,,,,
,,,,,,,,,,,,,,,,,
904,0.05,0.973574236,33,22,0.976002237,35,21,0.979806156,63,39,,,,,,,
,,,,,,,,,,,,,,,,,
905,0.01,0.970902142,46,29,0.969261117,51,34,0.970972633,72,56,,,,,,,
,,,,,,,,,,,,,,,,,
906,0.005,0.966567758,42,27,0.967055498,42,27,0.974616974,61,47,,,,,,,
,,,,,,,,,,,,,,,,,
907,0.05,0.994205285,21,9,0.994004442,23,10,0.990320102,39,28,,,,,,,
,,,,,,,,,,,,,,,,,
908,0.01,0.996955056,10,7,0.997281807,10,5,0.996630935,21,11,,,,,,,
,,,,,,,,,,,,,,,,,
909,0.005,0.97172552,46,31,0.970550318,43,29,0.977562852,61,46,,,,,,,
,,,,,,,,,,,,,,,,,
910,0.05,0.016591838,33,33,0.016588745,33,33,0.008776002,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
911,0.01,0.992993522,23,14,0.992839502,20,8,0.992242934,32,22,,,,,,,
,,,,,,,,,,,,,,,,,
912,0.005,0.988519318,28,21,0.987791429,25,20,0.987250967,38,24,,,,,,,
,,,,,,,,,,,,,,,,,
913,0.05,0.990973916,28,13,0.991581367,28,11,0.992723642,49,32,,,,,,,
,,,,,,,,,,,,,,,,,
914,0.01,0.929080769,78,51,0.931532595,76,52,0.934184091,112,90,,,,,,,
,,,,,,,,,,,,,,,,,
915,0.005,0.994376175,13,9,0.994827667,21,9,0.995932471,32,21,,,,,,,
,,,,,,,,,,,,,,,,,
916,0.05,0.962248909,69,48,0.963125767,59,43,0.96195833,94,71,,,,,,,
,,,,,,,,,,,,,,,,,
917,0.01,0.990150538,30,20,0.989546605,32,21,0.990036608,43,31,,,,,,,
,,,,,,,,,,,,,,,,,
918,0.005,0.971974087,32,24,0.972056973,32,25,0.966851691,51,42,,,,,,,
,,,,,,,,,,,,,,,,,
919,0.05,0.88798956,115,73,0.883583666,111,78,0.889305685,157,125,,,,,,,
,,,,,,,,,,,,,,,,,
920,0.01,0.992946915,22,10,0.992746307,19,10,0.989662724,43,26,,,,,,,
,,,,,,,,,,,,,,,,,
921,0.005,0.974801535,31,25,0.976685668,31,21,0.973347412,47,34,,,,,,,
,,,,,,,,,,,,,,,,,
922,0.05,0.984278146,28,14,0.983970426,34,14,0.980064998,61,35,,,,,,,
,,,,,,,,,,,,,,,,,
923,0.01,0.993754758,16,8,0.994408288,13,6,0.99249356,31,18,,,,,,,
,,,,,,,,,,,,,,,,,
924,0.005,0.985241343,25,16,0.986222643,25,14,0.988253469,43,28,,,,,,,
,,,,,,,,,,,,,,,,,
925,0.05,0.974149047,43,25,0.971839518,44,24,0.964694668,69,50,,,,,,,
,,,,,,,,,,,,,,,,,
926,0.01,0.992698349,14,8,0.992963763,15,10,0.993935684,25,19,,,,,,,
,,,,,,,,,,,,,,,,,
927,0.005,0.987478445,27,15,0.987325453,28,17,0.987238641,49,31,,,,,,,
,,,,,,,,,,,,,,,,,
928,0.05,0.993273159,12,7,0.993274413,11,5,0.993089309,29,17,,,,,,,
,,,,,,,,,,,,,,,,,
929,0.01,0.9646569,46,32,0.965766298,42,33,0.975327765,66,49,,,,,,,
,,,,,,,,,,,,,,,,,
930,0.005,0.995199553,16,6,0.995138317,13,7,0.996010535,29,14,,,,,,,
,,,,,,,,,,,,,,,,,
931,0.05,0.988721279,29,11,0.988505926,26,17,0.986560719,53,36,,,,,,,
,,,,,,,,,,,,,,,,,
932,0.01,0.989280554,23,12,0.988707849,20,12,0.993906923,36,28,,,,,,,
,,,,,,,,,,,,,,,,,
933,0.005,0.988379499,17,13,0.989732996,21,12,0.991856724,31,23,,,,,,,
,,,,,,,,,,,,,,,,,
934,0.05,0.994158679,19,9,0.994268495,19,9,0.993376912,33,26,,,,,,,
,,,,,,,,,,,,,,,,,
935,0.01,0.877270115,81,62,0.876423168,81,62,0.903846075,98,84,,,,,,,
,,,,,,,,,,,,,,,,,
936,0.005,0.957976666,53,40,0.956726363,56,43,0.966079272,84,64,,,,,,,
,,,,,,,,,,,,,,,,,
937,0.05,0.951529463,52,33,0.951243379,49,31,0.960705203,76,56,,,,,,,
,,,,,,,,,,,,,,,,,
938,0.01,0.977566841,42,22,0.97761762,32,19,0.984448891,56,38,,,,,,,
,,,,,,,,,,,,,,,,,
939,0.005,0.992278892,24,15,0.992031811,25,15,0.992883878,44,26,,,,,,,
,,,,,,,,,,,,,,,,,
940,0.05,0.983641194,28,21,0.982650161,37,20,0.979958174,55,35,,,,,,,
,,,,,,,,,,,,,,,,,
941,0.01,0.978545573,28,18,0.979372796,23,18,0.985155573,35,26,,,,,,,
,,,,,,,,,,,,,,,,,
942,0.005,0.988488247,16,9,0.988179743,20,10,0.988799915,39,24,,,,,,,
,,,,,,,,,,,,,,,,,
943,0.05,0.877565288,88,72,0.883210885,92,70,0.867751889,115,91,,,,,,,
,,,,,,,,,,,,,,,,,
944,0.01,0.986794886,37,21,0.988117612,35,16,0.991503383,57,39,,,,,,,
,,,,,,,,,,,,,,,,,
945,0.005,0.983408162,28,17,0.98454513,27,17,0.987008558,43,28,,,,,,,
,,,,,,,,,,,,,,,,,
946,0.05,0.980875888,43,31,0.979714512,53,31,0.978553028,66,50,,,,,,,
,,,,,,,,,,,,,,,,,
947,0.01,0.979291274,22,13,0.980382411,17,13,0.987994626,35,21,,,,,,,
,,,,,,,,,,,,,,,,,
948,0.005,0.994982057,15,6,0.994641276,15,8,0.995123074,32,19,,,,,,,
,,,,,,,,,,,,,,,,,
949,0.05,0.987695941,24,9,0.987263323,24,10,0.987600199,31,23,,,,,,,
,,,,,,,,,,,,,,,,,
950,0.01,0.995836505,14,8,0.995728554,16,7,0.995989991,26,17,,,,,,,
,,,,,,,,,,,,,,,,,
951,0.005,0.946495984,69,48,0.952252994,65,49,0.952438669,102,76,,,,,,,
,,,,,,,,,,,,,,,,,
952,0.05,0.861486119,102,79,0.859523773,105,82,0.884777991,132,111,,,,,,,
,,,,,,,,,,,,,,,,,
953,0.01,0.985396697,30,22,0.983970426,31,19,0.986170401,48,34,,,,,,,
,,,,,,,,,,,,,,,,,
954,0.005,0.979353416,36,23,0.979124276,38,26,0.984198265,49,36,,,,,,,
,,,,,,,,,,,,,,,,,
955,0.05,0.903773556,63,46,0.906400957,67,48,0.903040786,83,67,,,,,,,
,,,,,,,,,,,,,,,,,
956,0.01,0.9666299,46,34,0.966403131,44,29,0.972521581,72,50,,,,,,,
,,,,,,,,,,,,,,,,,
957,0.005,0.987090059,35,22,0.987993352,33,21,0.989247754,51,31,,,,,,,
,,,,,,,,,,,,,,,,,
958,0.05,0.978343613,35,25,0.979683447,37,23,0.977324552,62,45,,,,,,,
,,,,,,,,,,,,,,,,,
959,0.01,0.991269089,21,9,0.992326929,23,11,0.991581447,35,22,,,,,,,
,,,,,,,,,,,,,,,,,
960,0.005,0.943186938,64,38,0.944657585,55,38,0.955096943,78,60,,,,,,,
,,,,,,,,,,,,,,,,,
961,0.05,0.958862185,59,39,0.958574735,66,41,0.960101236,109,78,,,,,,,
,,,,,,,,,,,,,,,,,
962,0.01,0.960897326,48,33,0.961463786,50,32,0.97083294,81,54,,,,,,,
,,,,,,,,,,,,,,,,,
963,0.005,0.984417965,26,15,0.984312142,28,16,0.985500696,45,31,,,,,,,
,,,,,,,,,,,,,,,,,
964,0.05,0.905917445,82,65,0.904956431,84,58,0.912790531,115,92,,,,,,,
,,,,,,,,,,,,,,,,,
965,0.01,0.998058071,9,4,0.997499262,11,3,0.997543048,18,11,,,,,,,
,,,,,,,,,,,,,,,,,
966,0.005,0.99418975,20,8,0.994392756,14,7,0.992390844,31,20,,,,,,,
,,,,,,,,,,,,,,,,,
967,0.05,0.875048548,73,56,0.871017847,77,58,0.880036649,92,69,,,,,,,
,,,,,,,,,,,,,,,,,
968,0.01,0.990414641,25,21,0.990711545,25,13,0.989227211,41,33,,,,,,,
,,,,,,,,,,,,,,,,,
969,0.005,0.95959235,37,24,0.961556981,33,23,0.972381888,45,34,,,,,,,
,,,,,,,,,,,,,,,,,
970,0.05,0.949323432,72,44,0.948571784,68,47,0.959238427,95,73,,,,,,,
,,,,,,,,,,,,,,,,,
971,0.01,0.995044198,11,7,0.995355773,10,7,0.99640907,24,9,,,,,,,
,,,,,,,,,,,,,,,,,
972,0.005,0.990958381,25,13,0.991146456,22,14,0.99142532,33,19,,,,,,,
,,,,,,,,,,,,,,,,,
973,0.05,0.994345104,14,11,0.993911247,17,11,0.993409781,30,19,,,,,,,
,,,,,,,,,,,,,,,,,
974,0.01,0.985008312,31,21,0.98693714,26,21,0.988352076,37,27,,,,,,,
,,,,,,,,,,,,,,,,,
975,0.005,0.992729419,18,11,0.994035507,15,8,0.994330111,33,18,,,,,,,
,,,,,,,,,,,,,,,,,
976,0.05,0.989762153,30,16,0.990338765,28,13,0.990233821,49,33,,,,,,,
,,,,,,,,,,,,,,,,,
977,0.01,0.993770293,17,6,0.994656809,14,5,0.993602886,22,15,,,,,,,
,,,,,,,,,,,,,,,,,
978,0.005,0.982957635,40,29,0.983349125,40,27,0.986449787,63,37,,,,,,,
,,,,,,,,,,,,,,,,,
979,0.05,0.950985723,51,35,0.948929032,59,39,0.942836835,89,68,,,,,,,
,,,,,,,,,,,,,,,,,
980,0.01,0.993583868,17,8,0.994268495,13,8,0.993257762,24,14,,,,,,,
,,,,,,,,,,,,,,,,,
981,0.005,0.9829421,33,23,0.982013327,35,26,0.984559824,49,36,,,,,,,
,,,,,,,,,,,,,,,,,
982,0.05,0.835106961,130,102,0.837032665,130,99,0.859214186,177,137,,,,,,,
,,,,,,,,,,,,,,,,,
983,0.01,0.989218413,18,12,0.989034032,18,12,0.987723457,34,20,,,,,,,
,,,,,,,,,,,,,,,,,
984,0.005,0.93311998,76,58,0.930818099,75,58,0.944114614,101,78,,,,,,,
,,,,,,,,,,,,,,,,,
985,0.05,0.950814833,51,31,0.949379475,53,31,0.962130892,78,57,,,,,,,
,,,,,,,,,,,,,,,,,
986,0.01,0.992325498,16,10,0.993507401,15,9,0.995081987,28,19,,,,,,,
,,,,,,,,,,,,,,,,,
987,0.005,0.995883111,16,8,0.995200447,13,7,0.995176486,35,20,,,,,,,
,,,,,,,,,,,,,,,,,
988,0.05,0.90573102,109,81,0.904723443,108,83,0.919471139,154,119,,,,,,,
,,,,,,,,,,,,,,,,,
989,0.01,0.992325498,9,5,0.991317314,15,5,0.990513207,28,18,,,,,,,
,,,,,,,,,,,,,,,,,
990,0.005,0.982320682,26,18,0.984467467,25,17,0.982045351,55,34,,,,,,,
,,,,,,,,,,,,,,,,,
991,0.05,0.935683326,53,36,0.93248008,49,35,0.947709652,71,51,,,,,,,
,,,,,,,,,,,,,,,,,
992,0.01,0.997856111,8,2,0.997654588,10,4,0.996581632,27,18,,,,,,,
,,,,,,,,,,,,,,,,,
993,0.005,0.909443987,91,72,0.909258943,94,73,0.920149061,148,109,,,,,,,
,,,,,,,,,,,,,,,,,
994,0.05,0.992309963,23,16,0.992218201,23,16,0.986593588,43,33,,,,,,,
,,,,,,,,,,,,,,,,,
995,0.01,0.993242089,16,10,0.993243348,18,9,0.994593062,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
996,0.005,0.991191412,28,15,0.991457107,21,16,0.991984091,32,22,,,,,,,
,,,,,,,,,,,,,,,,,
997,0.05,0.97372959,49,31,0.972072506,53,30,0.96216787,95,70,,,,,,,
,,,,,,,,,,,,,,,,,
998,0.01,0.970280725,58,41,0.970332862,51,42,0.973257023,77,59,,,,,,,
,,,,,,,,,,,,,,,,,
999,0.005,0.995960789,8,5,0.996132399,10,4,0.9959941,26,12,,,,,,,
,,,,,,,,,,,,,,,,,
1000,0.05,0.986934705,24,15,0.986704152,25,17,0.980820984,50,33,,,,,,,
,,,,,,,,,,,,,,,,,
1001,0.01,0.966257049,34,19,0.965331387,28,16,0.978889934,43,32,,,,,,,
,,,,,,,,,,,,,,,,,
1002,0.005,0.994795631,19,11,0.995262578,18,9,0.994449261,36,21,,,,,,,
,,,,,,,,,,,,,,,,,
1003,0.05,0.897497243,92,66,0.889097715,93,75,0.913111003,130,101,,,,,,,
,,,,,,,,,,,,,,,,,
1004,0.01,0.990725349,22,9,0.992513319,19,7,0.993426215,39,22,,,,,,,
,,,,,,,,,,,,,,,,,
1005,0.005,0.959359319,54,38,0.95646231,49,37,0.965910818,65,51,,,,,,,
,,,,,,,,,,,,,,,,,
1006,0.05,0.020631049,33,33,0.020627204,33,33,0.010912482,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
1007,0.01,0.982709068,21,16,0.984094686,23,14,0.985730779,42,26,,,,,,,
,,,,,,,,,,,,,,,,,
1008,0.005,0.995898647,15,8,0.995417903,16,6,0.995262767,31,15,,,,,,,
,,,,,,,,,,,,,,,,,
1009,0.05,0.977240597,23,20,0.977229307,26,17,0.974148592,52,38,,,,,,,
,,,,,,,,,,,,,,,,,
1010,0.01,0.981015706,38,24,0.980537736,37,26,0.983454606,49,36,,,,,,,
,,,,,,,,,,,,,,,,,
1011,0.005,0.965806522,46,33,0.964834346,44,34,0.96721325,70,54,,,,,,,
,,,,,,,,,,,,,,,,,
1012,0.05,0.9782504,47,27,0.977788478,40,31,0.976091967,73,47,,,,,,,
,,,,,,,,,,,,,,,,,
1013,0.01,0.994764561,20,8,0.994734471,19,10,0.996474808,27,18,,,,,,,
,,,,,,,,,,,,,,,,,
1014,0.005,0.9891252,29,15,0.990214504,23,14,0.993368695,39,27,,,,,,,
,,,,,,,,,,,,,,,,,
1015,0.05,0.983594588,36,21,0.982292913,37,22,0.969522291,59,41,,,,,,,
,,,,,,,,,,,,,,,,,
1016,0.01,0.973341205,39,26,0.973221913,38,22,0.983372434,58,46,,,,,,,
,,,,,,,,,,,,,,,,,
1017,0.005,0.978856282,34,25,0.979714512,32,28,0.984177722,48,34,,,,,,,
,,,,,,,,,,,,,,,,,
1018,0.05,0.945051189,61,42,0.945527407,58,36,0.962714316,79,57,,,,,,,
,,,,,,,,,,,,,,,,,
1019,0.01,0.987944507,25,18,0.986890542,30,17,0.987776869,44,33,,,,,,,
,,,,,,,,,,,,,,,,,
1020,0.005,0.969705914,36,25,0.967956385,36,22,0.975902971,68,43,,,,,,,
,,,,,,,,,,,,,,,,,
1021,0.05,0.954993864,24,15,0.958341747,23,18,0.96142421,36,27,,,,,,,
,,,,,,,,,,,,,,,,,
1022,0.01,0.964905467,29,18,0.964166447,31,19,0.970808288,52,36,,,,,,,
,,,,,,,,,,,,,,,,,
1023,0.005,0.994500458,16,9,0.99423743,15,10,0.995324396,29,18,,,,,,,
,,,,,,,,,,,,,,,,,
1024,0.05,0.75222545,125,98,0.755890713,109,91,0.770948803,164,122,,,,,,,
,,,,,,,,,,,,,,,,,
1025,0.01,0.987897901,24,12,0.987869092,19,11,0.984075007,36,26,,,,,,,
,,,,,,,,,,,,,,,,,
1026,0.005,0.941182868,90,57,0.940013358,84,61,0.953112482,117,86,,,,,,,
,,,,,,,,,,,,,,,,,
1027,0.05,0.922571424,64,52,0.917615446,76,54,0.899655287,109,78,,,,,,,
,,,,,,,,,,,,,,,,,
1028,0.01,0.994966521,17,10,0.993740389,21,10,0.99341389,41,27,,,,,,,
,,,,,,,,,,,,,,,,,
1029,0.005,0.97427333,49,30,0.974309191,51,29,0.976026229,75,54,,,,,,,
,,,,,,,,,,,,,,,,,
1030,0.05,0.848420824,109,88,0.850452773,119,85,0.890020584,160,124,,,,,,,
,,,,,,,,,,,,,,,,,
1031,0.01,0.995867576,17,6,0.996411985,12,8,0.995538044,29,17,,,,,,,
,,,,,,,,,,,,,,,,,
1032,0.005,0.9864065,22,16,0.987993352,21,11,0.986696304,37,25,,,,,,,
,,,,,,,,,,,,,,,,,
1033,0.05,0.989995184,17,13,0.990121309,16,12,0.988877978,30,20,,,,,,,
,,,,,,,,,,,,,,,,,
1034,0.01,0.988177539,28,14,0.988754446,24,13,0.987037319,48,29,,,,,,,
,,,,,,,,,,,,,,,,,
1035,0.005,0.98514813,28,16,0.985570277,31,19,0.988023386,42,32,,,,,,,
,,,,,,,,,,,,,,,,,
1036,0.05,0.993055663,18,10,0.992233734,21,12,0.982320628,52,37,,,,,,,
,,,,,,,,,,,,,,,,,
1037,0.01,0.88092094,93,72,0.883925382,89,65,0.911882527,133,94,,,,,,,
,,,,,,,,,,,,,,,,,
1038,0.005,0.986297752,26,18,0.988723381,24,13,0.982452104,44,28,,,,,,,
,,,,,,,,,,,,,,,,,
1039,0.05,0.351970669,120,106,0.352138053,122,102,0.38144385,136,125,,,,,,,
,,,,,,,,,,,,,,,,,
1040,0.01,0.982118722,24,16,0.982665693,26,14,0.986733281,44,29,,,,,,,
,,,,,,,,,,,,,,,,,
1041,0.005,0.986608461,36,22,0.986144981,37,24,0.990221496,57,40,,,,,,,
,,,,,,,,,,,,,,,,,
1042,0.05,0.988270751,25,14,0.988257405,27,19,0.986207378,56,36,,,,,,,
,,,,,,,,,,,,,,,,,
1043,0.01,0.924730849,63,48,0.926733042,58,43,0.95095135,90,70,,,,,,,
,,,,,,,,,,,,,,,,,
1044,0.005,0.96863397,57,41,0.97179292,52,36,0.980697725,71,50,,,,,,,
,,,,,,,,,,,,,,,,,
1045,0.05,0.959374854,38,27,0.957891303,42,30,0.964127679,54,43,,,,,,,
,,,,,,,,,,,,,,,,,
1046,0.01,0.995587938,17,10,0.995744086,16,8,0.994999815,27,18,,,,,,,
,,,,,,,,,,,,,,,,,
1047,0.005,0.987540586,21,13,0.988257405,19,11,0.99121578,38,24,,,,,,,
,,,,,,,,,,,,,,,,,
1048,0.05,0.973496559,53,35,0.970783306,51,39,0.973137873,76,59,,,,,,,
,,,,,,,,,,,,,,,,,
1049,0.01,0.992744955,18,10,0.992730775,18,12,0.993245436,42,30,,,,,,,
,,,,,,,,,,,,,,,,,
1050,0.005,0.972704252,30,21,0.972988925,27,17,0.983302587,59,40,,,,,,,
,,,,,,,,,,,,,,,,,
1051,0.05,0.92258696,73,48,0.925397245,73,50,0.933785555,102,77,,,,,,,
,,,,,,,,,,,,,,,,,
1052,0.01,0.972222654,48,38,0.971342477,50,35,0.973914401,70,48,,,,,,,
,,,,,,,,,,,,,,,,,
1053,0.005,0.993754758,18,7,0.994019975,16,9,0.993639863,39,25,,,,,,,
,,,,,,,,,,,,,,,,,
1054,0.05,0.972797465,37,19,0.973734487,34,23,0.950158387,66,43,,,,,,,
,,,,,,,,,,,,,,,,,
1055,0.01,0.993785829,15,10,0.994066572,13,11,0.994280807,25,18,,,,,,,
,,,,,,,,,,,,,,,,,
1056,0.005,0.990088397,28,12,0.989981516,26,15,0.990283125,43,29,,,,,,,
,,,,,,,,,,,,,,,,,
1057,0.05,0.36868679,351,264,0.375405787,352,266,0.416239713,436,351,,,,,,,
,,,,,,,,,,,,,,,,,
1058,0.01,0.990414641,13,5,0.989484475,14,5,0.993265979,24,15,,,,,,,
,,,,,,,,,,,,,,,,,
1059,0.005,0.992667278,20,8,0.993709324,18,8,0.993615212,31,22,,,,,,,
,,,,,,,,,,,,,,,,,
1060,0.05,0.016358806,35,34,0.016355757,34,34,0.008652744,36,34,,,,,,,
,,,,,,,,,,,,,,,,,
1061,0.01,0.991144806,22,10,0.990758143,28,15,0.991778661,44,30,,,,,,,
,,,,,,,,,,,,,,,,,
1062,0.005,0.976727928,32,18,0.977011851,30,20,0.978031234,50,35,,,,,,,
,,,,,,,,,,,,,,,,,
1063,0.05,0.990336963,13,5,0.987605039,18,9,0.96925934,36,19,,,,,,,
,,,,,,,,,,,,,,,,,
1064,0.01,0.986996846,28,17,0.987682701,27,15,0.987193446,44,31,,,,,,,
,,,,,,,,,,,,,,,,,
1065,0.005,0.979058242,21,10,0.980537736,16,9,0.985048749,37,17,,,,,,,
,,,,,,,,,,,,,,,,,
1066,0.05,0.973512094,30,19,0.97418493,27,19,0.980512837,47,32,,,,,,,
,,,,,,,,,,,,,,,,,
1067,0.01,0.989731082,24,14,0.989810658,24,14,0.986437461,37,26,,,,,,,
,,,,,,,,,,,,,,,,,
1068,0.005,0.991067129,16,10,0.990913468,17,12,0.992304563,36,22,,,,,,,
,,,,,,,,,,,,,,,,,
1069,0.05,0.963616026,35,20,0.963172365,32,20,0.97261197,51,33,,,,,,,
,,,,,,,,,,,,,,,,,
1070,0.01,0.994717954,14,6,0.995060655,13,5,0.993812425,29,19,,,,,,,
,,,,,,,,,,,,,,,,,
1071,0.005,0.986313288,24,13,0.988086547,27,17,0.986753824,43,30,,,,,,,
,,,,,,,,,,,,,,,,,
1072,0.05,0.936646522,54,40,0.938025194,59,38,0.949825589,92,62,,,,,,,
